what,kind,bundleId,bundleVersion,description,time
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\n",1300053720325
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\n",1300053724522
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\n",1300053734527
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300053743941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300053748349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053752666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053752858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053753109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053753453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053753680
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053753878
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754421
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754779
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053754988
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300053755394
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300053756136
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1300053760402
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1300053762491
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1300053764831
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\nView found with id 'tabs' is 'com.android.layoutlib.bridge.MockView'",1300053766494
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\nView found with id 'tabs' is 'com.android.layoutlib.bridge.MockView'",1300053766568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300053770903
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300053774164
error,log,,,"main.xml: Error during post inflation process:\nTabHost requires a TabWidget with id ""android:id/tabs"".\nView found with id 'tabs' is 'com.android.layoutlib.bridge.MockView'",1300053775766
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1300053777773
